row,part_number,column,value,method,confidence,rule_id,evidence_source,evidence_text,detail
8,S3797,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"wattage, color_temperature","Item type inferred from co-occurring attributes (wattage, color_temperature); the description never names the item."
8,S3797,ATTRIBUTE_LABEL 1,Wattage,rule,0.92,ELE-W-01,input:Part_Desc,4W,Wattage token.
8,S3797,ATTRIBUTE_VALUE 1,4,rule,0.92,ELE-W-01,input:Part_Desc,4W,Wattage token.
8,S3797,ATTRIBUTE_UOM 1,W,rule,0.92,ELE-W-01,input:Part_Desc,4W,Wattage token.
8,S3797,ATTRIBUTE_LABEL 2,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
8,S3797,ATTRIBUTE_VALUE 2,2700,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
8,S3797,ATTRIBUTE_UOM 2,K,rule,0.92,LMP-K-01,input:Part_Desc,27K,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
8,S3797,ATTRIBUTE_LABEL 3,Base Type,rule,0.92,LMP-BAS-01,input:Part_Desc,Cand,Lamp base designation.
8,S3797,ATTRIBUTE_VALUE 3,Candelabra Base,rule,0.92,LMP-BAS-01,input:Part_Desc,Cand,Lamp base designation.
8,S3797,ATTRIBUTE_LABEL 4,Pack Quantity,rule,0.92,PKG-PK-01,input:Part_Desc,2pk,Multi-pack count.
8,S3797,ATTRIBUTE_VALUE 4,2,rule,0.92,PKG-PK-01,input:Part_Desc,2pk,Multi-pack count.
8,S3797,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
9,565622,Mfg_Part_Num,565622,input,0.99,,,,Preserved verbatim from the source file.
9,565622,Part_Desc,565622 60W Led Med 20k,input,0.99,,,,Preserved verbatim from the source file.
9,565622,Part_Manuf,Phillips Lighting (5831),input,0.99,,,,Preserved verbatim from the source file.
9,565622,SKU - MY_PART_NUMBER,X35601,input,0.99,,,,Preserved verbatim from the source file.
9,565622,MANUFACTURER_PART_NUMBER,565622,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,565622,Supplied part number.
9,565622,BRAND_NAME,Philips®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
9,565622,MANUFACTURER_NAME,Signify Holding,registry,0.882,IDN-MFR-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
9,565622,Classpath,Electrical>Lighting & Bulbs>Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
9,565622,Dept,Electrical,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
9,565622,Class,Lighting,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
9,565622,Fine,Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
9,565622,INVOICE_DESC,BULB 60W 2000K MED LED,compose,0.9,,,,Budget solver fitted 5 facts into 22/40 characters.
9,565622,MOBILE_DESC,"Signify Holding Philips, Light Bulb, 565622, 60 W, 2000 K, LED",compose,0.88,,,,Identity line sized into the 60-80 character window.
9,565622,SHORT_DESC,"Philips® 565622 Light Bulb, 60 W, 2000 K, LED, Medium Base",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
9,565622,RETAIL_DESC,"Light Bulb, 60 W, 2000 K, LED, Medium Base",compose,0.85,,,,Shelf line: series + item type + differentiators.
9,565622,LONG_DESC1,"Philips® Light Bulb, 60 W, 2000 K, LED, Medium Base",compose,0.85,,,,Every captured attribute rendered in specification order.
9,565622,Product Name,Light Bulb,inferred,0.78,ITM-INF-LAMP,rule:ITM-INF-LAMP,"wattage, color_temperature","Item type inferred from co-occurring attributes (wattage, color_temperature); the description never names the item."
9,565622,ATTRIBUTE_LABEL 1,Wattage,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
9,565622,ATTRIBUTE_VALUE 1,60,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
9,565622,ATTRIBUTE_UOM 1,W,rule,0.92,ELE-W-01,input:Part_Desc,60W,Wattage token.
9,565622,ATTRIBUTE_LABEL 2,Color Temperature,rule,0.92,LMP-K-01,input:Part_Desc,20k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
9,565622,ATTRIBUTE_VALUE 2,2000,rule,0.92,LMP-K-01,input:Part_Desc,20k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
9,565622,ATTRIBUTE_UOM 2,K,rule,0.92,LMP-K-01,input:Part_Desc,20k,Lamp shorthand: two-digit K value means hundreds (50k = 5000 K).
9,565622,ATTRIBUTE_LABEL 3,Lamp Type,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
9,565622,ATTRIBUTE_VALUE 3,LED,rule,0.9,LMP-TEC-01,input:Part_Desc,Led,Lamp technology captured as an attribute rather than an item type.
9,565622,ATTRIBUTE_LABEL 4,Base Type,rule,0.92,LMP-BAS-01,input:Part_Desc,Med,Lamp base designation.
9,565622,ATTRIBUTE_VALUE 4,Medium Base,rule,0.92,LMP-BAS-01,input:Part_Desc,Med,Lamp base designation.
9,565622,UNSPSC,39101600,inferred,0.72,TAX-001,registry:taxonomy,39101600,UNSPSC family for classpath Electrical>Lighting & Bulbs>Light Bulbs.
10,XLT05Z,Mfg_Part_Num,XLT05Z,input,0.99,,,,Preserved verbatim from the source file.
10,XLT05Z,Part_Desc,"XLT05Z Makita 1/2"" 18V Angle Impact",input,0.99,,,,Preserved verbatim from the source file.
10,XLT05Z,Part_Manuf,Makita Usa Inc (5142),input,0.99,,,,Preserved verbatim from the source file.
10,XLT05Z,SKU - MY_PART_NUMBER,X40624,input,0.99,,,,Preserved verbatim from the source file.
10,XLT05Z,MANUFACTURER_PART_NUMBER,XLT05Z,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,XLT05Z,Supplied part number.
10,XLT05Z,BRAND_NAME,Makita®,registry,0.88,IDN-BRD-01,input:Part_Desc,Makita,Approved brand 'Makita' found in the description.
10,XLT05Z,MANUFACTURER_NAME,"Makita U.S.A., Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Makita,Approved brand 'Makita' found in the description.
10,XLT05Z,Classpath,Tools & Equipment>Power Tools>Impact Drivers & Wrenches,rule,0.9,TAX-105,input:Part_Desc,Angle Impact,Matched taxonomy rule TAX-105 on 'Impact'.
10,XLT05Z,Dept,Tools,rule,0.9,TAX-105,input:Part_Desc,Angle Impact,Matched taxonomy rule TAX-105 on 'Impact'.
10,XLT05Z,Class,Power Tools,rule,0.9,TAX-105,input:Part_Desc,Angle Impact,Matched taxonomy rule TAX-105 on 'Impact'.
10,XLT05Z,Fine,Impact Tools,rule,0.9,TAX-105,input:Part_Desc,Angle Impact,Matched taxonomy rule TAX-105 on 'Impact'.
10,XLT05Z,INVOICE_DESC,ANGLE IMPACT 18V 1/2IN 18V,compose,0.9,,,,Budget solver fitted 4 facts into 26/40 characters.
10,XLT05Z,MOBILE_DESC,"Makita U.S.A., Inc. Makita, Angle Impact, XLT05Z, 1/2 in, 18 V",compose,0.88,,,,Identity line sized into the 60-80 character window.
10,XLT05Z,SHORT_DESC,"Makita® XLT05Z Angle Impact, 1/2 in, 18 V, 18V",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
10,XLT05Z,RETAIL_DESC,"Angle Impact, 1/2 in, 18 V, 18V",compose,0.85,,,,Shelf line: series + item type + differentiators.
10,XLT05Z,LONG_DESC1,"Makita® Angle Impact, 1/2 in, 18 V, 18V",compose,0.85,,,,Every captured attribute rendered in specification order.
10,XLT05Z,Product Name,Angle Impact,rule,0.55,ITM-LEX-01,input:Part_Desc,angle impact,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
10,XLT05Z,ATTRIBUTE_LABEL 1,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,"1/2""",Single stated dimension (nominal size of the item).
10,XLT05Z,ATTRIBUTE_VALUE 1,1/2,rule,0.92,DIM-SGL-01,input:Part_Desc,"1/2""",Single stated dimension (nominal size of the item).
10,XLT05Z,ATTRIBUTE_UOM 1,in,rule,0.92,DIM-SGL-01,input:Part_Desc,"1/2""",Single stated dimension (nominal size of the item).
10,XLT05Z,ATTRIBUTE_LABEL 2,Voltage Rating,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
10,XLT05Z,ATTRIBUTE_VALUE 2,18,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
10,XLT05Z,ATTRIBUTE_UOM 2,V,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
10,XLT05Z,ATTRIBUTE_LABEL 3,Battery Platform,rule,0.92,TOL-PLT-01,input:Part_Desc,18V,Cordless battery platform; drives accessory compatibility.
10,XLT05Z,ATTRIBUTE_VALUE 3,18V,rule,0.92,TOL-PLT-01,input:Part_Desc,18V,Cordless battery platform; drives accessory compatibility.
10,XLT05Z,UNSPSC,27112000,inferred,0.72,TAX-105,registry:taxonomy,27112000,UNSPSC family for classpath Tools & Equipment>Power Tools>Impact Drivers & Wrenches.
11,R02-D215P-1RW,Mfg_Part_Num,R02-D215P-1RW,input,0.99,,,,Preserved verbatim from the source file.
11,R02-D215P-1RW,Part_Desc,R02D215P1RW 15A Mini Outlet Wh,input,0.99,,,,Preserved verbatim from the source file.
11,R02-D215P-1RW,Part_Manuf,Leviton Mfg Co (4927),input,0.99,,,,Preserved verbatim from the source file.
11,R02-D215P-1RW,SKU - MY_PART_NUMBER,X48555,input,0.99,,,,Preserved verbatim from the source file.
11,R02-D215P-1RW,MANUFACTURER_PART_NUMBER,R02-D215P-1RW,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,R02-D215P-1RW,Supplied part number.
11,R02-D215P-1RW,BRAND_NAME,Leviton®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Leviton Mfg Co (4927),Supplier string normalised to the approved manufacturer.
11,R02-D215P-1RW,MANUFACTURER_NAME,"Leviton Manufacturing Co., Inc.",registry,0.882,IDN-MFR-01,input:Part_Manuf,Leviton Mfg Co (4927),Supplier string normalised to the approved manufacturer.
11,R02-D215P-1RW,Classpath,Electrical>Wiring Devices>Receptacles,rule,0.9,TAX-046,input:Part_Desc,Mini Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
11,R02-D215P-1RW,Dept,Electrical,rule,0.9,TAX-046,input:Part_Desc,Mini Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
11,R02-D215P-1RW,Class,Wiring Devices,rule,0.9,TAX-046,input:Part_Desc,Mini Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
11,R02-D215P-1RW,Fine,Receptacles,rule,0.9,TAX-046,input:Part_Desc,Mini Outlet,Matched taxonomy rule TAX-046 on 'Outlet'.
11,R02-D215P-1RW,INVOICE_DESC,MINI OUTLET WH 15A,compose,0.9,,,,Budget solver fitted 3 facts into 18/40 characters.
11,R02-D215P-1RW,MOBILE_DESC,"Leviton Manufacturing Co., Inc. Leviton, Mini Outlet, R02-D215P-1RW",compose,0.88,,,,Identity line sized into the 60-80 character window.
11,R02-D215P-1RW,SHORT_DESC,"Leviton® R02-D215P-1RW Mini Outlet, 15 A, White",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
11,R02-D215P-1RW,RETAIL_DESC,"Mini Outlet, 15 A, White",compose,0.85,,,,Shelf line: series + item type + differentiators.
11,R02-D215P-1RW,LONG_DESC1,"Leviton® Mini Outlet, 15 A, White",compose,0.85,,,,Every captured attribute rendered in specification order.
11,R02-D215P-1RW,Product Name,Mini Outlet,rule,0.55,ITM-LEX-01,input:Part_Desc,mini outlet,Resolved against the item-type vocabulary induced from this catalogue (0 occurrences).
11,R02-D215P-1RW,ATTRIBUTE_LABEL 1,Amperage Rating,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
11,R02-D215P-1RW,ATTRIBUTE_VALUE 1,15,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
11,R02-D215P-1RW,ATTRIBUTE_UOM 1,A,rule,0.92,ELE-A-01,input:Part_Desc,15A,Amperage token.
11,R02-D215P-1RW,ATTRIBUTE_LABEL 2,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
11,R02-D215P-1RW,ATTRIBUTE_VALUE 2,White,rule,0.92,FIN-CDE-01,input:Part_Desc,Wh,Trade finish code expanded via the approved abbreviation map.
11,R02-D215P-1RW,UNSPSC,39121600,inferred,0.72,TAX-046,registry:taxonomy,39121600,UNSPSC family for classpath Electrical>Wiring Devices>Receptacles.
12,1513712,Mfg_Part_Num,1513712,input,0.99,,,,Preserved verbatim from the source file.
12,1513712,Part_Desc,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking,input,0.99,,,,Preserved verbatim from the source file.
12,1513712,Part_Manuf,Boise Cascade Building Materials (BOICA),input,0.99,,,,Preserved verbatim from the source file.
12,1513712,SKU - MY_PART_NUMBER,X10602,input,0.99,,,,Preserved verbatim from the source file.
12,1513712,MANUFACTURER_PART_NUMBER,1513712,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,1513712,Supplied part number.
12,1513712,BRAND_NAME,Trex®,registry,0.88,IDN-BRD-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
12,1513712,MANUFACTURER_NAME,"Trex Company, Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
12,1513712,Classpath,Building Materials>Decking>Composite & PVC Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
12,1513712,Dept,Building Materials,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
12,1513712,Class,Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
12,1513712,Fine,Composite Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
12,1513712,INVOICE_DESC,DECKING 1IN X 6IN 20FT GRVD,compose,0.9,,,,Budget solver fitted 4 facts into 27/40 characters.
12,1513712,MOBILE_DESC,"Trex Company, Inc. Trex, Decking, Transcend Lineage, 1513712",compose,0.88,,,,Identity line sized into the 60-80 character window.
12,1513712,SHORT_DESC,"Trex® Transcend Lineage 1513712 Decking, 1 in x 6 in, 20 ft, Grooved",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
12,1513712,RETAIL_DESC,"Transcend Lineage Decking, 1 in x 6 in, 20 ft, Grooved",compose,0.85,,,,Shelf line: series + item type + differentiators.
12,1513712,LONG_DESC1,"Trex® Decking, Transcend Lineage, 1 in x 6 in, 20 ft, Grooved",compose,0.85,,,,Every captured attribute rendered in specification order.
12,1513712,Product Name,Decking,rule,0.8417,ITM-LEX-01,input:Part_Desc,decking,Resolved against the item-type vocabulary induced from this catalogue (5 occurrences).
12,1513712,ATTRIBUTE_LABEL 1,Nominal Size,spec,0.9,,,,"Attribute slot 1 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
12,1513712,ATTRIBUTE_VALUE 1,1 in x 6 in,rule,0.92,DIM-NOM-01,input:Part_Desc,1nx6-20',"Decking nominal profile: thickness x width, length carried separately."
12,1513712,ATTRIBUTE_LABEL 2,Length,spec,0.9,,,,"Attribute slot 2 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
12,1513712,ATTRIBUTE_VALUE 2,20,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
12,1513712,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
12,1513712,ATTRIBUTE_LABEL 3,Edge Profile,spec,0.9,,,,"Attribute slot 3 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
12,1513712,ATTRIBUTE_VALUE 3,Grooved,rule,0.92,DEC-EDG-01,input:Part_Desc,Grooved,"Board edge profile; a grooved board takes hidden fasteners, a square edge does not."
12,1513712,ATTRIBUTE_LABEL 4,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
12,1513712,ATTRIBUTE_VALUE 4,Transcend Lineage,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
12,1513712,UNSPSC,30103600,inferred,0.72,TAX-050,registry:taxonomy,30103600,UNSPSC family for classpath Building Materials>Decking>Composite & PVC Decking.
13,1513707,Mfg_Part_Num,1513707,input,0.99,,,,Preserved verbatim from the source file.
13,1513707,Part_Desc,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking,input,0.99,,,,Preserved verbatim from the source file.
13,1513707,Part_Manuf,Boise Cascade Building Materials (BOICA),input,0.99,,,,Preserved verbatim from the source file.
13,1513707,SKU - MY_PART_NUMBER,X21139,input,0.99,,,,Preserved verbatim from the source file.
13,1513707,MANUFACTURER_PART_NUMBER,1513707,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,1513707,Supplied part number.
13,1513707,BRAND_NAME,Trex®,registry,0.88,IDN-BRD-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
13,1513707,MANUFACTURER_NAME,"Trex Company, Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Trex,Approved brand 'Trex' found in the description.
13,1513707,Classpath,Building Materials>Decking>Composite & PVC Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
13,1513707,Dept,Building Materials,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
13,1513707,Class,Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
13,1513707,Fine,Composite Decking,rule,0.9,TAX-050,input:Part_Desc,Decking,Matched taxonomy rule TAX-050 on 'Decking'.
13,1513707,INVOICE_DESC,DECKING 1IN X 6IN 20FT GRVD,compose,0.9,,,,Budget solver fitted 4 facts into 27/40 characters.
13,1513707,MOBILE_DESC,"Trex Company, Inc. Trex, Decking, Transcend Lineage, 1513707",compose,0.88,,,,Identity line sized into the 60-80 character window.
13,1513707,SHORT_DESC,"Trex® Transcend Lineage 1513707 Decking, 1 in x 6 in, 20 ft, Grooved",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
13,1513707,RETAIL_DESC,"Transcend Lineage Decking, 1 in x 6 in, 20 ft, Grooved",compose,0.85,,,,Shelf line: series + item type + differentiators.
13,1513707,LONG_DESC1,"Trex® Decking, Transcend Lineage, 1 in x 6 in, 20 ft, Grooved",compose,0.85,,,,Every captured attribute rendered in specification order.
13,1513707,Product Name,Decking,rule,0.8417,ITM-LEX-01,input:Part_Desc,decking,Resolved against the item-type vocabulary induced from this catalogue (5 occurrences).
13,1513707,ATTRIBUTE_LABEL 1,Nominal Size,spec,0.9,,,,"Attribute slot 1 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
13,1513707,ATTRIBUTE_VALUE 1,1 in x 6 in,rule,0.92,DIM-NOM-01,input:Part_Desc,1nx6-20',"Decking nominal profile: thickness x width, length carried separately."
13,1513707,ATTRIBUTE_LABEL 2,Length,spec,0.9,,,,"Attribute slot 2 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
13,1513707,ATTRIBUTE_VALUE 2,20,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
13,1513707,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
13,1513707,ATTRIBUTE_LABEL 3,Edge Profile,spec,0.9,,,,"Attribute slot 3 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
13,1513707,ATTRIBUTE_VALUE 3,Grooved,rule,0.92,DEC-EDG-01,input:Part_Desc,Grooved,"Board edge profile; a grooved board takes hidden fasteners, a square edge does not."
13,1513707,ATTRIBUTE_LABEL 4,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
13,1513707,ATTRIBUTE_VALUE 4,Transcend Lineage,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
13,1513707,UNSPSC,30103600,inferred,0.72,TAX-050,registry:taxonomy,30103600,UNSPSC family for classpath Building Materials>Decking>Composite & PVC Decking.
14,XNB05Z,Mfg_Part_Num,XNB05Z,input,0.99,,,,Preserved verbatim from the source file.
14,XNB05Z,Part_Desc,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",input,0.99,,,,Preserved verbatim from the source file.
14,XNB05Z,Part_Manuf,Makita Usa Inc (5142),input,0.99,,,,Preserved verbatim from the source file.
14,XNB05Z,SKU - MY_PART_NUMBER,X95826,input,0.99,,,,Preserved verbatim from the source file.
14,XNB05Z,MANUFACTURER_PART_NUMBER,XNB05Z,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,XNB05Z,Supplied part number.
14,XNB05Z,BRAND_NAME,Makita®,registry,0.88,IDN-BRD-01,input:Part_Desc,Makita,Approved brand 'Makita' found in the description.
14,XNB05Z,MANUFACTURER_NAME,"Makita U.S.A., Inc.",registry,0.8624,IDN-MFR-01,input:Part_Desc,Makita,Approved brand 'Makita' found in the description.
14,XNB05Z,Classpath,Tools & Equipment>Power Tools>Nailers,rule,0.9,TAX-036,input:Part_Desc,Finish Nailer,Matched taxonomy rule TAX-036 on 'Finish Nailer'.
14,XNB05Z,Dept,Tools,rule,0.9,TAX-036,input:Part_Desc,Finish Nailer,Matched taxonomy rule TAX-036 on 'Finish Nailer'.
14,XNB05Z,Class,Power Tools,rule,0.9,TAX-036,input:Part_Desc,Finish Nailer,Matched taxonomy rule TAX-036 on 'Finish Nailer'.
14,XNB05Z,Fine,Nailers,rule,0.9,TAX-036,input:Part_Desc,Finish Nailer,Matched taxonomy rule TAX-036 on 'Finish Nailer'.
14,XNB05Z,INVOICE_DESC,FINISH NAILER 18V 2-1/2IN 18V 16GA,compose,0.9,,,,Budget solver fitted 5 facts into 34/40 characters.
14,XNB05Z,MOBILE_DESC,"Makita U.S.A., Inc. Makita, Finish Nailer, XNB05Z, 2-1/2 in, 18 V",compose,0.88,,,,Identity line sized into the 60-80 character window.
14,XNB05Z,SHORT_DESC,"Makita® XNB05Z Finish Nailer, 2-1/2 in, 18 V, 18V, 16 GA",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
14,XNB05Z,RETAIL_DESC,"Finish Nailer, 2-1/2 in, 18 V, 18V, 16 GA",compose,0.85,,,,Shelf line: series + item type + differentiators.
14,XNB05Z,LONG_DESC1,"Makita® Finish Nailer, 2-1/2 in, 18 V, 18V, 16 GA",compose,0.85,,,,Every captured attribute rendered in specification order.
14,XNB05Z,Product Name,Finish Nailer,rule,0.8377,ITM-LEX-01,input:Part_Desc,finish nailer,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
14,XNB05Z,ATTRIBUTE_LABEL 1,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,"2-1/2""",Single stated dimension (nominal size of the item).
14,XNB05Z,ATTRIBUTE_VALUE 1,2-1/2,rule,0.92,DIM-SGL-01,input:Part_Desc,"2-1/2""",Single stated dimension (nominal size of the item).
14,XNB05Z,ATTRIBUTE_UOM 1,in,rule,0.92,DIM-SGL-01,input:Part_Desc,"2-1/2""",Single stated dimension (nominal size of the item).
14,XNB05Z,ATTRIBUTE_LABEL 2,Voltage Rating,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
14,XNB05Z,ATTRIBUTE_VALUE 2,18,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
14,XNB05Z,ATTRIBUTE_UOM 2,V,rule,0.92,ELE-V-01,input:Part_Desc,18V,Voltage token; dual ratings kept as '12/20'.
14,XNB05Z,ATTRIBUTE_LABEL 3,Battery Platform,rule,0.92,TOL-PLT-01,input:Part_Desc,18V,Cordless battery platform; drives accessory compatibility.
14,XNB05Z,ATTRIBUTE_VALUE 3,18V,rule,0.92,TOL-PLT-01,input:Part_Desc,18V,Cordless battery platform; drives accessory compatibility.
14,XNB05Z,ATTRIBUTE_LABEL 4,Gauge,rule,0.92,DIM-GA-01,input:Part_Desc,16GA,Wire / fastener gauge.
14,XNB05Z,ATTRIBUTE_VALUE 4,16,rule,0.92,DIM-GA-01,input:Part_Desc,16GA,Wire / fastener gauge.
14,XNB05Z,ATTRIBUTE_UOM 4,GA,rule,0.92,DIM-GA-01,input:Part_Desc,16GA,Wire / fastener gauge.
14,XNB05Z,UNSPSC,27112000,inferred,0.72,TAX-036,registry:taxonomy,27112000,UNSPSC family for classpath Tools & Equipment>Power Tools>Nailers.
15,566687,Mfg_Part_Num,566687,input,0.99,,,,Preserved verbatim from the source file.
15,566687,Part_Desc,566687 60W Cand Led 27k 3pk,input,0.99,,,,Preserved verbatim from the source file.
15,566687,Part_Manuf,Phillips Lighting (5831),input,0.99,,,,Preserved verbatim from the source file.
15,566687,SKU - MY_PART_NUMBER,X63317,input,0.99,,,,Preserved verbatim from the source file.
15,566687,MANUFACTURER_PART_NUMBER,566687,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,566687,Supplied part number.
15,566687,BRAND_NAME,Philips®,registry,0.9,IDN-BRD-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
15,566687,MANUFACTURER_NAME,Signify Holding,registry,0.882,IDN-MFR-01,input:Part_Manuf,Phillips Lighting (5831),Supplier string normalised to the approved manufacturer.
15,566687,Classpath,Electrical>Lighting & Bulbs>Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
15,566687,Dept,Electrical,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
15,566687,Class,Lighting,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
15,566687,Fine,Light Bulbs,rule,0.9,TAX-001,input:Part_Desc,Light Bulb,Matched taxonomy rule TAX-001 on 'Light Bulb'.
15,566687,INVOICE_DESC,BULB 60W 2700K 3 CAND LED,compose,0.9,,,,Budget solver fitted 6 facts into 25/40 characters.
15,566687,MOBILE_DESC,"Signify Holding Philips, Light Bulb, 566687, 60 W, 2700 K, LED",compose,0.88,,,,Identity line sized into the 60-80 character window.
15,566687,SHORT_DESC,"Philips® 566687 Light Bulb, 60 W, 2700 K, LED, Candelabra Base",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
15,566687,RETAIL_DESC,"Light Bulb, 60 W, 2700 K, LED, Candelabra Base",compose,0.85,,,,Shelf line: series + item type + differentiators.
